Device,FQN,Vendor,OS,"OS Version",Model,"Management Address",Source,"Command Files"
SEP00215503AA82,SEP00215503AA82,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.138.20.50,cdp,0
SEP00215503AD40,SEP00215503AD40,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.138.20.16,cdp,0
SEP002155041402,SEP002155041402,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.137.202,cdp,0
SEP002155041561,SEP002155041561,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.142.71,cdp,0
SEP0021550415AD,SEP0021550415AD,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.137.209,cdp,0
SEP00215554E623,SEP00215554E623,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.200.54.55,cdp,0
SEP002155D44B20,SEP002155D44B20,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.107.25,cdp,0
SEP002155D4E4B5,SEP002155D4E4B5,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.200.54.65,cdp,0
SEP002155D4E6C1,SEP002155D4E6C1,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.200.54.167,cdp,0
SEP002155D51479,SEP002155D51479,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.200.54.129,cdp,0
SEP002155D6BCE8,SEP002155D6BCE8,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.15.199.200,cdp,0
SEP0021D8B95C11,SEP0021D8B95C11,Cisco,"IP Phone",SCCP090202A,"ATA 186",10.22.7.189,cdp,0
SEP00229003C778,SEP00229003C778,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.149,cdp,0
SEP0022905B07AC,SEP0022905B07AC,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.194,cdp,0
SEP0022905B0B61,SEP0022905B0B61,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.126,cdp,0
SEP0022905B24B0,SEP0022905B24B0,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.73,cdp,0
SEP0022905B252B,SEP0022905B252B,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.48,cdp,0
SEP0022905B254F,SEP0022905B254F,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.201,cdp,0
SEP0022905B2552,SEP0022905B2552,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.192,cdp,0
SEP0022905B2572,SEP0022905B2572,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.161,cdp,0
SEP0022905B265E,SEP0022905B265E,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.165,cdp,0
SEP0022905B2660,SEP0022905B2660,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.47,cdp,0
SEP0022905B26A6,SEP0022905B26A6,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.188.152.149,cdp,0
SEP0022905B26D4,SEP0022905B26D4,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.202,cdp,0
SEP0022905B2703,SEP0022905B2703,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.72,cdp,0
SEP0022905B2706,SEP0022905B2706,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.157,cdp,0
SEP0022905B2737,SEP0022905B2737,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.160,cdp,0
SEP0022905B2749,SEP0022905B2749,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.185,cdp,0
SEP0022905B277E,SEP0022905B277E,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.7.117,cdp,0
SEP0022905B27C8,SEP0022905B27C8,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.159,cdp,0
SEP0022905B27D0,SEP0022905B27D0,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.199,cdp,0
SEP0022905B27EC,SEP0022905B27EC,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.212,cdp,0
SEP0022905B2862,SEP0022905B2862,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.197,cdp,0
SEP0022905B28CB,SEP0022905B28CB,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.75,cdp,0
SEP0022905B28E4,SEP0022905B28E4,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.141,cdp,0
SEP0022905B28FE,SEP0022905B28FE,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.166,cdp,0
SEP0022905B2960,SEP0022905B2960,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.128,cdp,0
SEP0022905B29A4,SEP0022905B29A4,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.195,cdp,0
SEP0022905B2A55,SEP0022905B2A55,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.228,cdp,0
SEP0022905B2B07,SEP0022905B2B07,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.233,cdp,0
SEP0022905B2B2A,SEP0022905B2B2A,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.21,cdp,0
SEP0022905B2B45,SEP0022905B2B45,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.191,cdp,0
SEP0022905B2BB6,SEP0022905B2BB6,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.59,cdp,0
SEP0022905B5C9D,SEP0022905B5C9D,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.240,cdp,0
SEP0022905B5D48,SEP0022905B5D48,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.141,cdp,0
SEP0022905B5D8A,SEP0022905B5D8A,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.9.107,cdp,0
SEP0022905B5DDB,SEP0022905B5DDB,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.134,cdp,0
SEP0022905B65C8,SEP0022905B65C8,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.198,cdp,0
SEP0022905B6607,SEP0022905B6607,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.141.6.244,cdp,0
SEP0022905B6618,SEP0022905B6618,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.193,cdp,0
SEP0022905B661B,SEP0022905B661B,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.19,cdp,0
SEP0022905B6620,SEP0022905B6620,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.141.6.231,cdp,0
SEP002290BA2C36,SEP002290BA2C36,Cisco,"IP Phone",SCCP45.9-4-2-1S,"IP Phone 7965",10.70.106.231,cdp,0
SEP002290BA2D38,SEP002290BA2D38,Cisco,"IP Phone",SCCP45.9-4-2-1S,"IP Phone 7965",10.74.16.41,cdp,0
SEP002290BA321E,SEP002290BA321E,Cisco,"IP Phone",SCCP45.9-4-2-1S,"IP Phone 7965",10.70.106.80,cdp,0
SEP002290BB4B36,SEP002290BB4B36,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.223,cdp,0
SEP002290BB4B77,SEP002290BB4B77,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.228,cdp,0
SEP002290BB4C13,SEP002290BB4C13,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.78,cdp,0
SEP002290BB4C79,SEP002290BB4C79,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.70,cdp,0
SEP002290BC03DC,SEP002290BC03DC,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.189,cdp,0
SEP002290BC0A80,SEP002290BC0A80,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.138.20.62,cdp,0
SEP002290BC0AFA,SEP002290BC0AFA,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",unknown,cdp,0
SEP002290BC0B7F,SEP002290BC0B7F,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.138.20.60,cdp,0
SEP002290BC0E82,SEP002290BC0E82,Cisco,"IP Phone",SCCP11.8-3-2S,"IP Phone 7911",10.138.20.63,cdp,0
SEP002290BC1775,SEP002290BC1775,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.33,cdp,0
SEP00230432B091,SEP00230432B091,Cisco,"IP Phone",SCCP42.9-4-2-1S,"IP Phone 7962",10.187.77.107,cdp,0
SEP00230432F5A6,SEP00230432F5A6,Cisco,"IP Phone",SCCP11.8-3-2S,"IP Phone 7911",10.138.20.68,cdp,0
SEP002304337486,SEP002304337486,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.187.77.11,cdp,0
SEP002304337674,SEP002304337674,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.187.76.233,cdp,0
SEP00230435398D,SEP00230435398D,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.141.21.119,cdp,0
SEP0023043541CA,SEP0023043541CA,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.129,cdp,0
SEP0023043541D1,SEP0023043541D1,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.144,cdp,0
SEP0023043542F7,SEP0023043542F7,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.55,cdp,0
SEP00230435470D,SEP00230435470D,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.112,cdp,0
SEP0023043547CD,SEP0023043547CD,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.140,cdp,0
SEP002304354816,SEP002304354816,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.46,cdp,0
SEP002304354925,SEP002304354925,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.155,cdp,0
SEP002304354EB6,SEP002304354EB6,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.167,cdp,0
SEP002304354F71,SEP002304354F71,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.137,cdp,0
SEP00230435501F,SEP00230435501F,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.62,cdp,0
SEP002304355035,SEP002304355035,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.137,cdp,0
SEP00230435668A,SEP00230435668A,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.53,cdp,0
SEP0023043566D5,SEP0023043566D5,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.17,cdp,0
SEP00230435677B,SEP00230435677B,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.120,cdp,0
SEP00230435693B,SEP00230435693B,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.150,cdp,0
SEP0023043569F8,SEP0023043569F8,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.146,cdp,0
SEP002304356A26,SEP002304356A26,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.49,cdp,0
SEP002304356A36,SEP002304356A36,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.178,cdp,0
SEP002304356A3A,SEP002304356A3A,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.101,cdp,0
SEP002304356C21,SEP002304356C21,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.94,cdp,0
SEP002304359D81,SEP002304359D81,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.141.21.112,cdp,0
SEP002304359EDE,SEP002304359EDE,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.141.21.102,cdp,0
SEP00230435A42A,SEP00230435A42A,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.88,cdp,0
SEP00230435A431,SEP00230435A431,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.38,cdp,0
SEP00230435A484,SEP00230435A484,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.9.111,cdp,0
SEP00230435A49C,SEP00230435A49C,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.9.109,cdp,0
SEP00230435A4F5,SEP00230435A4F5,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.58,cdp,0
SEP00230499ECA3,SEP00230499ECA3,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.54,cdp,0
SEP00230499ECBF,SEP00230499ECBF,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.31.105,cdp,0
SEP00230499ED80,SEP00230499ED80,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.39,cdp,0
SEP00230499EDBF,SEP00230499EDBF,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.29,cdp,0
SEP00230499EDF0,SEP00230499EDF0,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.143,cdp,0
SEP00230499EE4D,SEP00230499EE4D,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.22,cdp,0
SEP00230499EED6,SEP00230499EED6,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.129,cdp,0
SEP0023049A5A04,SEP0023049A5A04,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.220,cdp,0
SEP0023049A5BA3,SEP0023049A5BA3,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.32,cdp,0
SEP0023049A5CE7,SEP0023049A5CE7,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.104,cdp,0
SEP0023049A8831,SEP0023049A8831,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.106.133,cdp,0
SEP0023049A8D34,SEP0023049A8D34,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.63,cdp,0
SEP0023049A8D61,SEP0023049A8D61,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.61,cdp,0
SEP0023049A8D70,SEP0023049A8D70,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.23,cdp,0
SEP0023049A8D97,SEP0023049A8D97,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.21.100.12,cdp,0
SEP0023049B2EF5,SEP0023049B2EF5,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.249,cdp,0
SEP0023049B2F80,SEP0023049B2F80,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.128,cdp,0
SEP0023049B2FAA,SEP0023049B2FAA,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.133,cdp,0
SEP0023049B2FC0,SEP0023049B2FC0,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.145,cdp,0
SEP0023049B31D2,SEP0023049B31D2,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.151,cdp,0
SEP0023049B3220,SEP0023049B3220,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.163,cdp,0
SEP0023049C71DD,SEP0023049C71DD,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.106.219,cdp,0
SEP0023049C7285,SEP0023049C7285,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.106.220,cdp,0
SEP0023049C73CF,SEP0023049C73CF,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.106.131,cdp,0
SEP0023049C73F5,SEP0023049C73F5,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.107.51,cdp,0
SEP0023049C7454,SEP0023049C7454,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.106.232,cdp,0
SEP0023049C745E,SEP0023049C745E,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.106.236,cdp,0
SEP0023049C74A8,SEP0023049C74A8,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.106.143,cdp,0
SEP0023049C74BF,SEP0023049C74BF,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",unknown,cdp,0
SEP0023049C75E9,SEP0023049C75E9,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7906",10.22.106.204,cdp,0
SEP0023331A91FC,SEP0023331A91FC,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.177,cdp,0
SEP0023331AD817,SEP0023331AD817,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.136.178,cdp,0
SEP0023331AD849,SEP0023331AD849,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.153.98,cdp,0
SEP0023331AD8A2,SEP0023331AD8A2,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.139.140,cdp,0
SEP0023331AD8DB,SEP0023331AD8DB,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.139.242,cdp,0
SEP0023331AD987,SEP0023331AD987,Cisco,"IP Phone",SCCP31.9-4-2SR2-2S,"IP Phone 7931",10.186.134.156,cdp,0
SEP0023331AD9D2,SEP0023331AD9D2,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.137.243,cdp,0
SEP0023331ADA0A,SEP0023331ADA0A,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.134.206,cdp,0
SEP0023331ADAB2,SEP0023331ADAB2,Cisco,"IP Phone",SCCP31.9-4-2SR2-2S,"IP Phone 7931",10.186.134.162,cdp,0
SEP0023331ADAC6,SEP0023331ADAC6,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.142.151,cdp,0
SEP0023331ADB06,SEP0023331ADB06,Cisco,"IP Phone",SCCP31.8-2-2SR1S,"IP Phone 7931",10.186.139.49,cdp,0
SEP0023331BEF20,SEP0023331BEF20,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.21.100.105,cdp,0
SEP0023331BF087,SEP0023331BF087,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.21.100.34,cdp,0
SEP00235E17EF1C,SEP00235E17EF1C,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.22.106.177,cdp,0
SEP00235E17EFFF,SEP00235E17EFFF,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.21.100.98,cdp,0
SEP00235E17F02B,SEP00235E17F02B,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.21.100.86,cdp,0
SEP00235E17F63D,SEP00235E17F63D,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.21.100.26,cdp,0
SEP00235E17F8C7,SEP00235E17F8C7,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.22.106.176,cdp,0
SEP00235E17FAB7,SEP00235E17FAB7,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.22.106.172,cdp,0
SEP00235E18E9E7,SEP00235E18E9E7,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.125,cdp,0
SEP00235E19DB25,SEP00235E19DB25,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.21.116,cdp,0
SEP00235E19DBE7,SEP00235E19DBE7,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.47,cdp,0
SEP00235E19E5F3,SEP00235E19E5F3,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.238,cdp,0
SEP00235E19F52F,SEP00235E19F52F,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.241,cdp,0
SEP00235E19F70B,SEP00235E19F70B,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.60,cdp,0
SEP00235E1A6AD7,SEP00235E1A6AD7,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.187.76.211,cdp,0
SEP00235EB68768,SEP00235EB68768,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.35.100.130,cdp,0
SEP00235EB700A8,SEP00235EB700A8,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.147,cdp,0
SEP00235EB700CB,SEP00235EB700CB,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.167,cdp,0
SEP00235EB701C0,SEP00235EB701C0,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.212,cdp,0
SEP00235EB70273,SEP00235EB70273,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.200,cdp,0
SEP00235EB702D7,SEP00235EB702D7,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.171,cdp,0
SEP00235EB703EE,SEP00235EB703EE,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.126,cdp,0
SEP00235EB70752,SEP00235EB70752,Cisco,"IP Phone",SCCP41.8-3-1S,"IP Phone 7941",10.35.30.177,cdp,0
SEP00235EB801AC,SEP00235EB801AC,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.201,cdp,0
SEP00235EB80323,SEP00235EB80323,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.210,cdp,0
SEP00235EB80644,SEP00235EB80644,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.155,cdp,0
SEP00235EB80645,SEP00235EB80645,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.178,cdp,0
SEP00235EB806A7,SEP00235EB806A7,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.35.30.221,cdp,0
SEP0023EB51E18B,SEP0023EB51E18B,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.138.20.19,cdp,0
SEP0023EB51E3E1,SEP0023EB51E3E1,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.138.20.164,cdp,0
SEP0023EB51F273,SEP0023EB51F273,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.138.20.20,cdp,0
SEP0023EB51F497,SEP0023EB51F497,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.187.105.172,cdp,0
SEP002414B22838,SEP002414B22838,Cisco,"IP Phone",SCCP75.9-4-2-1S,"IP Phone 7975",10.22.107.17,cdp,0
SEP002497A9C294,SEP002497A9C294,Cisco,"IP Phone",SCCP41.8-3-1S,"IP Phone 7941",10.35.30.184,cdp,0
SEP0024C443D7A7,SEP0024C443D7A7,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.141.6.82,cdp,0
SEP0024C4445669,SEP0024C4445669,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7961",10.187.10.201,cdp,0
SEP0024C444BA7D,SEP0024C444BA7D,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.70.106.145,cdp,0
SEP0024C444BB90,SEP0024C444BB90,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.70.106.47,cdp,0
SEP0024C444BBB7,SEP0024C444BBB7,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.70.106.65,cdp,0
SEP0024C4455655,SEP0024C4455655,Cisco,"IP Phone",SCCP45.9-4-2-1S,"IP Phone 7965",10.70.106.69,cdp,0
SEP0024C4BD5939,SEP0024C4BD5939,Cisco,"IP Phone",SCCP45.9-4-2-1S,"IP Phone 7965",10.70.106.136,cdp,0
SEP0024C4BD71DD,SEP0024C4BD71DD,Cisco,"IP Phone",SCCP45.9-4-2-1S,"IP Phone 7965",10.74.16.94,cdp,0
SEP0024C4BD7646,SEP0024C4BD7646,Cisco,"IP Phone",SCCP45.9-4-2-1S,"IP Phone 7965",10.70.106.78,cdp,0
SEP002545945BAC,SEP002545945BAC,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.100.14.59,cdp,0
SEP002545945E09,SEP002545945E09,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.22.107.57,cdp,0
SEP002545946B54,SEP002545946B54,Cisco,"IP Phone",SCCP11.8-3-2S,"IP Phone 7911",10.70.106.119,cdp,0
SEP00254594A187,SEP00254594A187,Cisco,"IP Phone",SCCP42.9-4-2-1S,"IP Phone 7962",10.138.20.13,cdp,0
SEP00254594E2F4,SEP00254594E2F4,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.70.106.62,cdp,0
SEP00254594E470,SEP00254594E470,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.70.106.164,cdp,0
SEP00254594E7A9,SEP00254594E7A9,Cisco,"IP Phone",SCCP11.9-4-2-1S,"IP Phone 7911",10.70.106.153,cdp,0
SEP00254594FF13,SEP00254594FF13,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.100.14.244,cdp,0
SEP00254594FF8B,SEP00254594FF8B,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.100.14.221,cdp,0
SEP002545950465,SEP002545950465,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.100.14.253,cdp,0
SEP002545950B13,SEP002545950B13,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.100.14.158,cdp,0
SEP002545950B16,SEP002545950B16,Cisco,"IP Phone",SCCP41.9-4-2-1S,"IP Phone 7941",10.100.14.200,cdp,0
